+---------------------------------------------------------------------------------------+---------+------------+----------+---------------+----------------+----------------+-----------------+
|                                          name                                         |  coefs  | coef_expit | coef_exp | linreg_scores | linreg_pvalues | classif_scores | classif_pvalues |
|                 tsy_10yr_yield_/_med_house_price_1yr_diff_ewma_trim_t                 |  0.001  |   0.5002   |  1.001   |    16.3177    |     0.0003     |    147.2199    |      0.0652     |
|                      med_family_income_1yr_diff_ewma_trim_pow2_t                      | -0.0013 |   0.4997   |  0.9987  |     28.702    |      0.0       |    144.668     |      0.0657     |
|                               sp500_peratio_ewma_trim_t                               |  0.0007 |   0.5002   |  1.0007  |    15.3314    |     0.0004     |    140.3674    |      0.0667     |
|            capacity_util_mfg_/_combanks_business_loans_1yr_diff_ewma_trim_t           | -0.0036 |   0.4991   |  0.9964  |    32.3988    |      0.0       |    139.8306    |      0.0669     |
|                       unempl_rate_*_gdp_nom_1yr_diff_ewma_trim_t                      | -0.0011 |   0.4997   |  0.9989  |    43.4926    |      0.0       |    139.0654    |      0.067      |
|                      unempl_rate_*_capacity_util_mfg_ewma_trim_t                      |  0.0039 |   0.501    |  1.0039  |    37.8002    |      0.0       |    130.9345    |      0.0691     |
|                 sp500_peratio_*_med_family_income_1yr_diff_ewma_trim_t                | -0.0003 |   0.4999   |  0.9997  |    15.1615    |     0.0005     |    129.7167    |      0.0694     |
|         cpi_urb_nonvol_1yr_diff_*_combanks_business_loans_1yr_diff_ewma_trim_t        |  0.0052 |   0.5013   |  1.0052  |     22.938    |      0.0       |    129.2361    |      0.0695     |
|              sp500_peratio_*_real_med_family_income_1yr_diff_ewma_trim_t              |  0.0001 |    0.5     |  1.0001  |    14.6965    |     0.0006     |    127.9027    |      0.0699     |
|             cpi_urb_nonvol_1yr_diff_/_industrial_prod_1yr_diff_ewma_trim_t            |  0.0035 |   0.5009   |  1.0035  |    31.8346    |      0.0       |    126.1242    |      0.0704     |
|                  sp500_peratio_*_cpi_urb_nonvol_1yr_diff_ewma_trim_t                  |  0.0008 |   0.5002   |  1.0008  |    15.2728    |     0.0005     |    124.7118    |      0.0708     |
|              sp500_peratio_/_combanks_business_loans_1yr_diff_ewma_trim_t             | -0.0007 |   0.4998   |  0.9993  |    19.5121    |     0.0001     |    118.8378    |      0.0725     |
|       med_family_income_vs_house_price_/_foreign_dir_invest_1yr_diff_ewma_trim_t      |  0.0014 |   0.5004   |  1.0014  |    36.5312    |      0.0       |    118.4576    |      0.0726     |
|               equity_alloc_/_real_med_family_income_1yr_diff_ewma_trim_t              |  -0.006 |   0.4985   |  0.994   |    23.1251    |      0.0       |    112.4354    |      0.0745     |
|                   equity_alloc_/_cpi_urb_nonvol_1yr_diff_ewma_trim_t                  | -0.0078 |   0.4981   |  0.9923  |    22.2717    |      0.0       |    109.6463    |      0.0755     |
|             tsy_5yr_yield_/_mortage_debt_individuals_1yr_diff_ewma_trim_t             |  0.0029 |   0.5007   |  1.0029  |     10.682    |     0.0026     |    106.6079    |      0.0765     |
|                         equity_alloc_*_unempl_rate_ewma_trim_t                        |  -0.002 |   0.4995   |  0.998   |    34.3031    |      0.0       |    104.6529    |      0.0772     |
|                     sp500_peratio_*_capacity_util_mfg_ewma_trim_t                     | -0.0025 |   0.4994   |  0.9975  |     13.184    |     0.001      |    102.4448    |      0.0781     |
|                tsy_10yr_yield_/_empl_construction_1yr_diff_ewma_trim_t                |  0.0036 |   0.5009   |  1.0036  |     18.475    |     0.0002     |    93.8841     |      0.0815     |
|             tsy_10yr_yield_/_med_family_income_vs_house_price_ewma_trim_t             |  0.0073 |   0.5018   |  1.0073  |    16.1839    |     0.0003     |    92.7422     |      0.082      |
|                  sp500_peratio_/_med_house_price_1yr_diff_ewma_trim_t                 | -0.0038 |   0.4991   |  0.9962  |    14.7451    |     0.0005     |    92.0239     |      0.0824     |
|                equity_alloc_*_combanks_assets_tot_1yr_diff_ewma_trim_t                | -0.0049 |   0.4988   |  0.9951  |    21.9456    |      0.0       |    91.3676     |      0.0826     |
|                      equity_alloc_*_unempl_rate_ewma_trim_pow2_t                      |  -0.008 |   0.498    |  0.9921  |    39.6048    |      0.0       |    90.4926     |      0.083      |
|                       tsy_5yr_yield_*_sp500_peratio_ewma_trim_t                       |  0.006  |   0.5015   |  1.0061  |     6.7333    |     0.0142     |    90.1552     |      0.0832     |
|            capacity_util_mfg_*_combanks_business_loans_1yr_diff_ewma_trim_t           |  0.0025 |   0.5006   |  1.0025  |    19.6476    |     0.0001     |    88.4487     |      0.084      |
|                                equity_alloc_ewma_trim_t                               | -0.0069 |   0.4983   |  0.9931  |    22.1723    |      0.0       |    86.4381     |      0.085      |
|              capacity_util_chem_/_tax_receipts_corp_1yr_diff_ewma_trim_t              | -0.0075 |   0.4981   |  0.9925  |     26.208    |      0.0       |    85.9057     |      0.0852     |
|                equity_alloc_*_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t                | -0.0118 |   0.4971   |  0.9883  |    16.2319    |     0.0003     |    85.3782     |      0.0855     |
|                     sp500_peratio_*_capacity_util_chem_ewma_trim_t                    | -0.0044 |   0.4989   |  0.9956  |    14.0211    |     0.0007     |     84.858     |      0.0857     |
|                equity_alloc_/_combanks_assets_tot_1yr_diff_ewma_trim_t                |  -0.009 |   0.4978   |  0.9911  |    22.4063    |      0.0       |    82.6388     |      0.0869     |
|                   tsy_10yr_yield_*_unempl_rate_1yr_diff_ewma_trim_t                   |  0.003  |   0.5007   |  1.003   |    22.8625    |      0.0       |    79.6188     |      0.0885     |
|                tsy_10yr_yield_*_real_estate_loans_1yr_diff_ewma_trim_t                |  0.0082 |   0.502    |  1.0082  |    17.6134    |     0.0002     |    79.3863     |      0.0886     |
|                      sp500_peratio_*_gdp_nom_1yr_diff_ewma_trim_t                     | -0.0019 |   0.4995   |  0.9981  |    14.9021    |     0.0005     |    79.1443     |      0.0888     |
|              tsy_5yr_yield_/_med_family_income_vs_house_price_ewma_trim_t             |  0.0024 |   0.5006   |  1.0024  |    11.0644    |     0.0022     |    77.3553     |      0.0898     |
|                 sp500_peratio_/_real_estate_loans_1yr_diff_ewma_trim_t                |  0.0005 |   0.5001   |  1.0005  |    14.8319    |     0.0005     |    75.6891     |      0.0908     |
|                     tsy_10yr_yield_/_gdp_nom_1yr_diff_ewma_trim_t                     |  0.0083 |   0.5021   |  1.0083  |    17.4466    |     0.0002     |    73.5818     |      0.0921     |
|                   unempl_rate_*_industrial_prod_1yr_diff_ewma_trim_t                  | -0.0007 |   0.4998   |  0.9993  |    41.2388    |      0.0       |    72.2653     |      0.0929     |
|                 gdp_nom_1yr_diff_/_housing_supply_1yr_diff_ewma_trim_t                | -0.0017 |   0.4996   |  0.9983  |    25.3638    |      0.0       |    71.7286     |      0.0932     |
|                 equity_alloc_*_med_family_income_1yr_diff_ewma_trim_t                 |  -0.008 |   0.498    |  0.992   |    21.8999    |     0.0001     |     71.663     |      0.0933     |
|           cpi_urb_nonvol_1yr_diff_/_combanks_assets_tot_1yr_diff_ewma_trim_t          | -0.0008 |   0.4998   |  0.9992  |    29.7089    |      0.0       |    71.5209     |      0.0934     |
|             tsy_10yr_yield_*_combanks_business_loans_1yr_diff_ewma_trim_t             |  0.0084 |   0.5021   |  1.0084  |    13.3682    |     0.0009     |     70.845     |      0.0938     |
|                sp500_peratio_*_foreign_dir_invest_1yr_diff_ewma_trim_t                |   0.0   |    0.5     |   1.0    |    13.4779    |     0.0009     |    70.8163     |      0.0938     |
|               equity_alloc_*_real_med_family_income_1yr_diff_ewma_trim_t              | -0.0078 |   0.4981   |  0.9923  |     21.257    |     0.0001     |    70.3034     |      0.0942     |
|                 equity_alloc_/_foreign_dir_invest_1yr_diff_ewma_trim_t                | -0.0084 |   0.4979   |  0.9916  |     26.386    |      0.0       |    69.2055     |      0.0949     |
|                 sp500_peratio_*_empl_construction_1yr_diff_ewma_trim_t                |  0.0053 |   0.5013   |  1.0053  |     14.06     |     0.0007     |    69.2525     |      0.0949     |
|                   equity_alloc_*_cpi_urb_nonvol_1yr_diff_ewma_trim_t                  | -0.0059 |   0.4985   |  0.9941  |    22.0747    |      0.0       |    69.1353     |      0.095      |
|                   equity_alloc_*_capacity_util_mfg_ewma_trim_pow2_t                   | -0.0203 |   0.4949   |  0.9799  |    12.1245    |     0.0015     |    68.5377     |      0.0954     |
|           capacity_util_chem_*_combanks_business_loans_1yr_diff_ewma_trim_t           |  0.0009 |   0.5002   |  1.0009  |    20.8578    |     0.0001     |    68.1263     |      0.0957     |
|                        tsy_5yr_yield_/_unempl_rate_ewma_trim_t                        |  0.0044 |   0.5011   |  1.0044  |     7.9573    |     0.0082     |     67.234     |      0.0963     |
|          empl_construction_1yr_diff_/_foreign_dir_invest_1yr_diff_ewma_trim_t         |  0.0043 |   0.5011   |  1.0043  |    32.0151    |      0.0       |    61.4179     |      0.1007     |
|              tsy_5yr_yield_*_combanks_business_loans_1yr_diff_ewma_trim_t             |  0.0037 |   0.5009   |  1.0037  |     9.2459    |     0.0047     |    60.9582     |      0.1011     |
|                     equity_alloc_/_capacity_util_chem_ewma_trim_t                     | -0.0013 |   0.4997   |  0.9987  |     24.408    |      0.0       |    60.4526     |      0.1015     |
|                 tsy_5yr_yield_/_tax_receipts_corp_1yr_diff_ewma_trim_t                |   0.0   |    0.5     |   1.0    |     11.632    |     0.0018     |    59.4124     |      0.1024     |
|           industrial_prod_1yr_diff_*_med_family_income_1yr_diff_ewma_trim_t           | -0.0045 |   0.4989   |  0.9955  |    26.9051    |      0.0       |    59.4545     |      0.1024     |
|                       equity_alloc_*_tsy_10yr_yield_ewma_trim_t                       |  0.0094 |   0.5024   |  1.0095  |    13.1512    |     0.001      |    59.3287     |      0.1025     |
|             industrial_prod_1yr_diff_/_housing_supply_1yr_diff_ewma_trim_t            | -0.0022 |   0.4994   |  0.9978  |    24.0179    |      0.0       |    58.4981     |      0.1032     |
|                    sp500_peratio_*_unempl_rate_1yr_diff_ewma_trim_t                   | -0.0041 |   0.499    |  0.996   |    20.6851    |     0.0001     |    57.6248     |      0.104      |
|                  equity_alloc_*_industrial_prod_1yr_diff_ewma_trim_t                  | -0.0122 |   0.4969   |  0.9879  |    20.5116    |     0.0001     |    57.4329     |      0.1041     |
|                 tsy_5yr_yield_/_empl_construction_1yr_diff_ewma_trim_t                | -0.0008 |   0.4998   |  0.9992  |    12.6115    |     0.0012     |    56.5252     |      0.105      |
|                        equity_alloc_*_tsy_5yr_yield_ewma_trim_t                       |  0.0038 |   0.5009   |  1.0038  |     9.1255    |     0.0049     |    56.3818     |      0.1051     |
|              sp500_peratio_*_med_family_income_vs_house_price_ewma_trim_t             |  0.0017 |   0.5004   |  1.0017  |    15.7326    |     0.0004     |    54.8786     |      0.1065     |
|               unempl_rate_*_real_med_family_income_1yr_diff_ewma_trim_t               |  0.0022 |   0.5006   |  1.0022  |    42.8982    |      0.0       |    54.6709     |      0.1067     |
|                   unempl_rate_*_cpi_urb_nonvol_1yr_diff_ewma_trim_t                   |  0.0014 |   0.5004   |  1.0014  |    44.5864    |      0.0       |    54.5103     |      0.1069     |
|                  tsy_10yr_yield_/_cpi_urb_nonvol_1yr_diff_ewma_trim_t                 |  0.0072 |   0.5018   |  1.0072  |    17.0333    |     0.0002     |    53.4738     |      0.1079     |
|       empl_construction_1yr_diff_/_combanks_business_loans_1yr_diff_ewma_trim_t       |  0.0025 |   0.5006   |  1.0025  |    34.8155    |      0.0       |    52.6888     |      0.1087     |
|                tsy_5yr_yield_/_foreign_dir_invest_1yr_diff_ewma_trim_t                | -0.0029 |   0.4993   |  0.9971  |    13.3898    |     0.0009     |    52.6046     |      0.1088     |
|                          industrial_prod_1yr_diff_ewma_trim_t                         | -0.0027 |   0.4993   |  0.9973  |    27.3221    |      0.0       |    51.7533     |      0.1097     |
|                      equity_alloc_*_capacity_util_mfg_ewma_trim_t                     | -0.0095 |   0.4976   |  0.9906  |    18.9985    |     0.0001     |    51.5261     |      0.1099     |
|                 unempl_rate_/_combanks_assets_tot_1yr_diff_ewma_trim_t                |  0.0001 |    0.5     |  1.0001  |    45.2044    |      0.0       |    51.3935     |       0.11      |
|               capacity_util_mfg_/_empl_construction_1yr_diff_ewma_trim_t              |  -0.004 |   0.499    |  0.996   |    27.5124    |      0.0       |    51.2553     |      0.1102     |
|                 tsy_5yr_yield_*_real_estate_loans_1yr_diff_ewma_trim_t                |  0.0029 |   0.5007   |  1.0029  |    11.9744    |     0.0015     |    50.7957     |      0.1107     |
|                  unempl_rate_*_med_family_income_1yr_diff_ewma_trim_t                 |  0.0013 |   0.5003   |  1.0013  |    44.0029    |      0.0       |    50.6371     |      0.1108     |
|               tsy_10yr_yield_/_combanks_assets_tot_1yr_diff_ewma_trim_t               |  0.0045 |   0.5011   |  1.0045  |    17.1082    |     0.0002     |    50.2868     |      0.1112     |
|                 tsy_10yr_yield_/_industrial_prod_1yr_diff_ewma_trim_t                 |  0.0067 |   0.5017   |  1.0067  |    18.4199    |     0.0002     |      50.1      |      0.1114     |
|               unempl_rate_/_combanks_business_loans_1yr_diff_ewma_trim_t              | -0.0008 |   0.4998   |  0.9992  |    57.9884    |      0.0       |    49.7909     |      0.1118     |
|                capacity_util_mfg_/_cpi_urb_nonvol_1yr_diff_ewma_trim_t                |  0.0002 |    0.5     |  1.0002  |    25.2944    |      0.0       |    49.7192     |      0.1119     |
|                      tsy_5yr_yield_/_gdp_nom_1yr_diff_ewma_trim_t                     |  0.003  |   0.5008   |  1.003   |    11.9293    |     0.0016     |    49.2853     |      0.1123     |
|               unempl_rate_*_combanks_business_loans_1yr_diff_ewma_trim_t              |  0.0043 |   0.5011   |  1.0043  |    34.6552    |      0.0       |    48.5899     |      0.1131     |
|              capacity_util_mfg_*_combanks_assets_tot_1yr_diff_ewma_trim_t             |  0.002  |   0.5005   |  1.002   |    24.9534    |      0.0       |     48.479     |      0.1133     |
