index1,name,linreg_scores,linreg_pvalues,classif_scores,classif_pvalues
1066,equity_alloc_times_real_med_family_income_1yr_diff_ewma_trim_pow2_t,9.1085,0.004,4.9538,0.0307
1067,equity_alloc_times_real_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1068,equity_alloc_div_real_med_family_income_1yr_diff_ewma_trim_pow2_t,8.5612,0.0052,4.0427,0.0499
1069,equity_alloc_div_real_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1070,equity_alloc_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_t,12.2536,0.001,11.5008,0.0014
1071,equity_alloc_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1072,equity_alloc_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_t,5.7282,0.0205,0.4812,0.4912
1073,equity_alloc_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1074,equity_alloc_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t,10.1163,0.0025,8.1021,0.0064
1075,equity_alloc_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_isnull,,,,
1076,equity_alloc_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t,7.6368,0.008,1.3856,0.2448
1077,equity_alloc_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_isnull,,,,
1078,equity_alloc_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t,7.3466,0.0092,0.5902,0.446
1079,equity_alloc_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_isnull,,,,
1080,equity_alloc_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t,9.4825,0.0034,12.1424,0.001
1081,equity_alloc_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_isnull,,,,
1082,equity_alloc_times_real_estate_loans_1yr_diff_ewma_trim_pow2_t,10.3027,0.0023,6.446,0.0143
1083,equity_alloc_times_real_estate_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1084,equity_alloc_div_real_estate_loans_1yr_diff_ewma_trim_pow2_t,7.1612,0.01,0.5057,0.4804
1085,equity_alloc_div_real_estate_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1086,equity_alloc_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t,10.3796,0.0022,8.7819,0.0047
1087,equity_alloc_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_isnull,,,,
1088,equity_alloc_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t,7.4217,0.0089,0.948,0.335
1089,equity_alloc_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_isnull,,,,
1090,equity_alloc_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t,6.4239,0.0144,0.0053,0.942
1091,equity_alloc_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_isnull,,,,
1092,equity_alloc_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t,12.7554,0.0008,24.4349,0.0
1093,equity_alloc_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_isnull,,,,
1094,tsy_10yr_yield_times_tsy_5yr_yield_ewma_trim_pow2_t,,,,
1095,tsy_10yr_yield_times_tsy_5yr_yield_ewma_trim_pow2_isnull,,,,
1096,tsy_10yr_yield_div_tsy_5yr_yield_ewma_trim_pow2_t,4.3462,0.0422,14.0433,0.0005
1097,tsy_10yr_yield_div_tsy_5yr_yield_ewma_trim_pow2_isnull,,,,
1098,tsy_10yr_yield_times_tsy_3mo_yield_ewma_trim_pow2_t,,,,
1099,tsy_10yr_yield_times_tsy_3mo_yield_ewma_trim_pow2_isnull,,,,
1100,tsy_10yr_yield_div_tsy_3mo_yield_ewma_trim_pow2_t,0.5691,0.4542,29.3669,0.0
1101,tsy_10yr_yield_div_tsy_3mo_yield_ewma_trim_pow2_isnull,,,,
1102,tsy_10yr_yield_times_unempl_rate_ewma_trim_pow2_t,4.3276,0.0426,0.1647,0.6866
1103,tsy_10yr_yield_times_unempl_rate_ewma_trim_pow2_isnull,,,,
1104,tsy_10yr_yield_div_unempl_rate_ewma_trim_pow2_t,25.0,0.0,15.8529,0.0002
1105,tsy_10yr_yield_div_unempl_rate_ewma_trim_pow2_isnull,,,,
1106,tsy_10yr_yield_times_sp500_peratio_ewma_trim_pow2_t,20.385,0.0,15.0283,0.0003
1107,tsy_10yr_yield_times_sp500_peratio_ewma_trim_pow2_isnull,,,,
1108,tsy_10yr_yield_div_sp500_peratio_ewma_trim_pow2_t,,,,
1109,tsy_10yr_yield_div_sp500_peratio_ewma_trim_pow2_isnull,,,,
1110,tsy_10yr_yield_times_capacity_util_mfg_ewma_trim_pow2_t,19.9841,0.0,16.543,0.0002
1111,tsy_10yr_yield_times_capacity_util_mfg_ewma_trim_pow2_isnull,,,,
1112,tsy_10yr_yield_div_capacity_util_mfg_ewma_trim_pow2_t,,,,
1113,tsy_10yr_yield_div_capacity_util_mfg_ewma_trim_pow2_isnull,,,,
1114,tsy_10yr_yield_times_capacity_util_chem_ewma_trim_pow2_t,20.0138,0.0,16.1546,0.0002
1115,tsy_10yr_yield_times_capacity_util_chem_ewma_trim_pow2_isnull,,,,
1116,tsy_10yr_yield_div_capacity_util_chem_ewma_trim_pow2_t,,,,
1117,tsy_10yr_yield_div_capacity_util_chem_ewma_trim_pow2_isnull,,,,
1118,tsy_10yr_yield_times_med_family_income_vs_house_price_ewma_trim_pow2_t,17.7999,0.0001,14.129,0.0005
1119,tsy_10yr_yield_times_med_family_income_vs_house_price_ewma_trim_pow2_isnull,,,,
1120,tsy_10yr_yield_div_med_family_income_vs_house_price_ewma_trim_pow2_t,19.2308,0.0001,12.2046,0.001
1121,tsy_10yr_yield_div_med_family_income_vs_house_price_ewma_trim_pow2_isnull,,,,
1122,tsy_10yr_yield_times_gdp_nom_1yr_diff_ewma_trim_pow2_t,16.9805,0.0001,12.2682,0.001
1123,tsy_10yr_yield_times_gdp_nom_1yr_diff_ewma_trim_pow2_isnull,,,,
1124,tsy_10yr_yield_div_gdp_nom_1yr_diff_ewma_trim_pow2_t,17.0444,0.0001,13.4885,0.0006
1125,tsy_10yr_yield_div_gdp_nom_1yr_diff_ewma_trim_pow2_isnull,,,,
1126,tsy_10yr_yield_times_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t,17.2397,0.0001,13.4267,0.0006
1127,tsy_10yr_yield_times_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_isnull,,,,
1128,tsy_10yr_yield_div_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t,16.8932,0.0001,12.7393,0.0008
1129,tsy_10yr_yield_div_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_isnull,,,,
1130,tsy_10yr_yield_times_industrial_prod_1yr_diff_ewma_trim_pow2_t,17.4851,0.0001,13.5743,0.0006
1131,tsy_10yr_yield_times_industrial_prod_1yr_diff_ewma_trim_pow2_isnull,,,,
1132,tsy_10yr_yield_div_industrial_prod_1yr_diff_ewma_trim_pow2_t,16.4347,0.0002,12.1249,0.0011
1133,tsy_10yr_yield_div_industrial_prod_1yr_diff_ewma_trim_pow2_isnull,,,,
1134,tsy_10yr_yield_times_med_house_price_1yr_diff_ewma_trim_pow2_t,14.2349,0.0004,8.1561,0.0063
1135,tsy_10yr_yield_times_med_house_price_1yr_diff_ewma_trim_pow2_isnull,,,,
1136,tsy_10yr_yield_div_med_house_price_1yr_diff_ewma_trim_pow2_t,20.0359,0.0,19.0184,0.0001
1137,tsy_10yr_yield_div_med_house_price_1yr_diff_ewma_trim_pow2_isnull,,,,
1138,tsy_10yr_yield_times_med_family_income_1yr_diff_ewma_trim_pow2_t,17.0022,0.0001,12.9229,0.0008
1139,tsy_10yr_yield_times_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1140,tsy_10yr_yield_div_med_family_income_1yr_diff_ewma_trim_pow2_t,16.664,0.0002,12.3986,0.0009
1141,tsy_10yr_yield_div_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1142,tsy_10yr_yield_times_unempl_rate_1yr_diff_ewma_trim_pow2_t,14.5063,0.0004,8.1079,0.0064
1143,tsy_10yr_yield_times_unempl_rate_1yr_diff_ewma_trim_pow2_isnull,,,,
1144,tsy_10yr_yield_div_unempl_rate_1yr_diff_ewma_trim_pow2_t,14.7588,0.0003,8.2076,0.0061
1145,tsy_10yr_yield_div_unempl_rate_1yr_diff_ewma_trim_pow2_isnull,,,,
1146,tsy_10yr_yield_times_real_med_family_income_1yr_diff_ewma_trim_pow2_t,17.4922,0.0001,13.3886,0.0006
1147,tsy_10yr_yield_times_real_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1148,tsy_10yr_yield_div_real_med_family_income_1yr_diff_ewma_trim_pow2_t,16.2316,0.0002,11.8642,0.0012
1149,tsy_10yr_yield_div_real_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1150,tsy_10yr_yield_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_t,24.9095,0.0,24.5894,0.0
1151,tsy_10yr_yield_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1152,tsy_10yr_yield_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_t,10.515,0.0021,3.5471,0.0656
1153,tsy_10yr_yield_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1154,tsy_10yr_yield_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t,18.6118,0.0001,15.0751,0.0003
1155,tsy_10yr_yield_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_isnull,,,,
1156,tsy_10yr_yield_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t,14.7917,0.0003,9.8958,0.0028
1157,tsy_10yr_yield_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_isnull,,,,
1158,tsy_10yr_yield_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t,12.8156,0.0008,5.6937,0.0209
1159,tsy_10yr_yield_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_isnull,,,,
1160,tsy_10yr_yield_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t,20.1676,0.0,23.3214,0.0
1161,tsy_10yr_yield_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_isnull,,,,
1162,tsy_10yr_yield_times_real_estate_loans_1yr_diff_ewma_trim_pow2_t,17.5761,0.0001,11.905,0.0012
1163,tsy_10yr_yield_times_real_estate_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1164,tsy_10yr_yield_div_real_estate_loans_1yr_diff_ewma_trim_pow2_t,15.9925,0.0002,13.81,0.0005
1165,tsy_10yr_yield_div_real_estate_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1166,tsy_10yr_yield_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t,19.7958,0.0,16.8675,0.0002
1167,tsy_10yr_yield_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_isnull,,,,
1168,tsy_10yr_yield_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t,14.0739,0.0005,8.6622,0.005
1169,tsy_10yr_yield_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_isnull,,,,
1170,tsy_10yr_yield_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t,12.037,0.0011,5.1323,0.0279
1171,tsy_10yr_yield_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_isnull,,,,
1172,tsy_10yr_yield_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t,25.162,0.0,30.2935,0.0
1173,tsy_10yr_yield_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_isnull,,,,
1174,tsy_5yr_yield_times_tsy_3mo_yield_ewma_trim_pow2_t,,,,
1175,tsy_5yr_yield_times_tsy_3mo_yield_ewma_trim_pow2_isnull,,,,
1176,tsy_5yr_yield_div_tsy_3mo_yield_ewma_trim_pow2_t,0.5032,0.4814,32.2449,0.0
1177,tsy_5yr_yield_div_tsy_3mo_yield_ewma_trim_pow2_isnull,,,,
1178,tsy_5yr_yield_times_unempl_rate_ewma_trim_pow2_t,10.9448,0.0017,3.8496,0.0555
1179,tsy_5yr_yield_times_unempl_rate_ewma_trim_pow2_isnull,,,,
1180,tsy_5yr_yield_div_unempl_rate_ewma_trim_pow2_t,26.5957,0.0,17.6693,0.0001
1181,tsy_5yr_yield_div_unempl_rate_ewma_trim_pow2_isnull,,,,
1182,tsy_5yr_yield_times_sp500_peratio_ewma_trim_pow2_t,26.1241,0.0,18.0342,0.0001
1183,tsy_5yr_yield_times_sp500_peratio_ewma_trim_pow2_isnull,,,,
1184,tsy_5yr_yield_div_sp500_peratio_ewma_trim_pow2_t,,,,
1185,tsy_5yr_yield_div_sp500_peratio_ewma_trim_pow2_isnull,,,,
1186,tsy_5yr_yield_times_capacity_util_mfg_ewma_trim_pow2_t,26.1507,0.0,18.5833,0.0001
1187,tsy_5yr_yield_times_capacity_util_mfg_ewma_trim_pow2_isnull,,,,
1188,tsy_5yr_yield_div_capacity_util_mfg_ewma_trim_pow2_t,,,,
1189,tsy_5yr_yield_div_capacity_util_mfg_ewma_trim_pow2_isnull,,,,
1190,tsy_5yr_yield_times_capacity_util_chem_ewma_trim_pow2_t,26.4387,0.0,18.8572,0.0001
1191,tsy_5yr_yield_times_capacity_util_chem_ewma_trim_pow2_isnull,,,,
1192,tsy_5yr_yield_div_capacity_util_chem_ewma_trim_pow2_t,,,,
1193,tsy_5yr_yield_div_capacity_util_chem_ewma_trim_pow2_isnull,,,,
1194,tsy_5yr_yield_times_med_family_income_vs_house_price_ewma_trim_pow2_t,24.9972,0.0,17.8428,0.0001
1195,tsy_5yr_yield_times_med_family_income_vs_house_price_ewma_trim_pow2_isnull,,,,
1196,tsy_5yr_yield_div_med_family_income_vs_house_price_ewma_trim_pow2_t,25.4717,0.0,16.3079,0.0002
1197,tsy_5yr_yield_div_med_family_income_vs_house_price_ewma_trim_pow2_isnull,,,,
1198,tsy_5yr_yield_times_gdp_nom_1yr_diff_ewma_trim_pow2_t,23.6452,0.0,16.2156,0.0002
1199,tsy_5yr_yield_times_gdp_nom_1yr_diff_ewma_trim_pow2_isnull,,,,
1200,tsy_5yr_yield_div_gdp_nom_1yr_diff_ewma_trim_pow2_t,24.8226,0.0,18.0141,0.0001
1201,tsy_5yr_yield_div_gdp_nom_1yr_diff_ewma_trim_pow2_isnull,,,,
1202,tsy_5yr_yield_times_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t,24.8819,0.0,17.735,0.0001
1203,tsy_5yr_yield_times_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_isnull,,,,
1204,tsy_5yr_yield_div_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t,23.8005,0.0,16.6051,0.0002
1205,tsy_5yr_yield_div_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_isnull,,,,
1206,tsy_5yr_yield_times_industrial_prod_1yr_diff_ewma_trim_pow2_t,24.5135,0.0,17.0854,0.0001
1207,tsy_5yr_yield_times_industrial_prod_1yr_diff_ewma_trim_pow2_isnull,,,,
1208,tsy_5yr_yield_div_industrial_prod_1yr_diff_ewma_trim_pow2_t,23.9404,0.0,17.012,0.0001
1209,tsy_5yr_yield_div_industrial_prod_1yr_diff_ewma_trim_pow2_isnull,,,,
1210,tsy_5yr_yield_times_med_house_price_1yr_diff_ewma_trim_pow2_t,19.6563,0.0001,11.9133,0.0012
1211,tsy_5yr_yield_times_med_house_price_1yr_diff_ewma_trim_pow2_isnull,,,,
1212,tsy_5yr_yield_div_med_house_price_1yr_diff_ewma_trim_pow2_t,27.6997,0.0,21.314,0.0
1213,tsy_5yr_yield_div_med_house_price_1yr_diff_ewma_trim_pow2_isnull,,,,
1214,tsy_5yr_yield_times_med_family_income_1yr_diff_ewma_trim_pow2_t,24.7874,0.0,17.6703,0.0001
1215,tsy_5yr_yield_times_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1216,tsy_5yr_yield_div_med_family_income_1yr_diff_ewma_trim_pow2_t,24.0678,0.0,16.9974,0.0001
1217,tsy_5yr_yield_div_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1218,tsy_5yr_yield_times_unempl_rate_1yr_diff_ewma_trim_pow2_t,24.7142,0.0,19.4169,0.0001
1219,tsy_5yr_yield_times_unempl_rate_1yr_diff_ewma_trim_pow2_isnull,,,,
1220,tsy_5yr_yield_div_unempl_rate_1yr_diff_ewma_trim_pow2_t,18.9158,0.0001,10.8071,0.0019
1221,tsy_5yr_yield_div_unempl_rate_1yr_diff_ewma_trim_pow2_isnull,,,,
1222,tsy_5yr_yield_times_real_med_family_income_1yr_diff_ewma_trim_pow2_t,24.2903,0.0,17.041,0.0001
1223,tsy_5yr_yield_times_real_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1224,tsy_5yr_yield_div_real_med_family_income_1yr_diff_ewma_trim_pow2_t,24.0512,0.0,17.0035,0.0001
1225,tsy_5yr_yield_div_real_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1226,tsy_5yr_yield_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_t,30.2731,0.0,22.8476,0.0
1227,tsy_5yr_yield_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1228,tsy_5yr_yield_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_t,17.1258,0.0001,9.7969,0.0029
1229,tsy_5yr_yield_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1230,tsy_5yr_yield_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t,25.7497,0.0,18.5264,0.0001
1231,tsy_5yr_yield_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_isnull,,,,
1232,tsy_5yr_yield_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t,23.2692,0.0,16.261,0.0002
1233,tsy_5yr_yield_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_isnull,,,,
1234,tsy_5yr_yield_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t,17.0203,0.0001,9.0614,0.0041
1235,tsy_5yr_yield_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_isnull,,,,
1236,tsy_5yr_yield_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t,32.2412,0.0,29.27,0.0
1237,tsy_5yr_yield_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_isnull,,,,
1238,tsy_5yr_yield_times_real_estate_loans_1yr_diff_ewma_trim_pow2_t,23.4178,0.0,15.4959,0.0003
1239,tsy_5yr_yield_times_real_estate_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1240,tsy_5yr_yield_div_real_estate_loans_1yr_diff_ewma_trim_pow2_t,24.7888,0.0,18.7113,0.0001
1241,tsy_5yr_yield_div_real_estate_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1242,tsy_5yr_yield_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t,26.0449,0.0,18.6035,0.0001
1243,tsy_5yr_yield_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_isnull,,,,
1244,tsy_5yr_yield_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t,21.8794,0.0,14.9212,0.0003
1245,tsy_5yr_yield_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_isnull,,,,
1246,tsy_5yr_yield_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t,17.521,0.0001,9.7345,0.003
1247,tsy_5yr_yield_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_isnull,,,,
1248,tsy_5yr_yield_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t,33.9712,0.0,29.4784,0.0
1249,tsy_5yr_yield_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_isnull,,,,
1250,tsy_3mo_yield_times_unempl_rate_ewma_trim_pow2_t,35.2963,0.0,24.7582,0.0
1251,tsy_3mo_yield_times_unempl_rate_ewma_trim_pow2_isnull,,,,
1252,tsy_3mo_yield_div_unempl_rate_ewma_trim_pow2_t,25.0,0.0,17.3971,0.0001
1253,tsy_3mo_yield_div_unempl_rate_ewma_trim_pow2_isnull,,,,
1254,tsy_3mo_yield_times_sp500_peratio_ewma_trim_pow2_t,39.6933,0.0,28.5644,0.0
1255,tsy_3mo_yield_times_sp500_peratio_ewma_trim_pow2_isnull,,,,
1256,tsy_3mo_yield_div_sp500_peratio_ewma_trim_pow2_t,,,,
1257,tsy_3mo_yield_div_sp500_peratio_ewma_trim_pow2_isnull,,,,
1258,tsy_3mo_yield_times_capacity_util_mfg_ewma_trim_pow2_t,38.7147,0.0,27.7215,0.0
1259,tsy_3mo_yield_times_capacity_util_mfg_ewma_trim_pow2_isnull,,,,
1260,tsy_3mo_yield_div_capacity_util_mfg_ewma_trim_pow2_t,,,,
1261,tsy_3mo_yield_div_capacity_util_mfg_ewma_trim_pow2_isnull,,,,
1262,tsy_3mo_yield_times_capacity_util_chem_ewma_trim_pow2_t,39.7256,0.0,28.5915,0.0
1263,tsy_3mo_yield_times_capacity_util_chem_ewma_trim_pow2_isnull,,,,
1264,tsy_3mo_yield_div_capacity_util_chem_ewma_trim_pow2_t,,,,
1265,tsy_3mo_yield_div_capacity_util_chem_ewma_trim_pow2_isnull,,,,
1266,tsy_3mo_yield_times_med_family_income_vs_house_price_ewma_trim_pow2_t,40.1866,0.0,28.9884,0.0
1267,tsy_3mo_yield_times_med_family_income_vs_house_price_ewma_trim_pow2_isnull,,,,
1268,tsy_3mo_yield_div_med_family_income_vs_house_price_ewma_trim_pow2_t,27.5281,0.0,18.9156,0.0001
1269,tsy_3mo_yield_div_med_family_income_vs_house_price_ewma_trim_pow2_isnull,,,,
1270,tsy_3mo_yield_times_gdp_nom_1yr_diff_ewma_trim_pow2_t,34.8815,0.0,24.4459,0.0
1271,tsy_3mo_yield_times_gdp_nom_1yr_diff_ewma_trim_pow2_isnull,,,,
1272,tsy_3mo_yield_div_gdp_nom_1yr_diff_ewma_trim_pow2_t,41.6726,0.0,30.2698,0.0
1273,tsy_3mo_yield_div_gdp_nom_1yr_diff_ewma_trim_pow2_isnull,,,,
1274,tsy_3mo_yield_times_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t,39.1637,0.0,28.1062,0.0
1275,tsy_3mo_yield_times_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_isnull,,,,
1276,tsy_3mo_yield_div_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_t,38.7743,0.0,27.7669,0.0
1277,tsy_3mo_yield_div_cpi_urb_nonvol_1yr_diff_ewma_trim_pow2_isnull,,,,
1278,tsy_3mo_yield_times_industrial_prod_1yr_diff_ewma_trim_pow2_t,38.4198,0.0,27.4648,0.0
1279,tsy_3mo_yield_times_industrial_prod_1yr_diff_ewma_trim_pow2_isnull,,,,
1280,tsy_3mo_yield_div_industrial_prod_1yr_diff_ewma_trim_pow2_t,39.4137,0.0,28.318,0.0
1281,tsy_3mo_yield_div_industrial_prod_1yr_diff_ewma_trim_pow2_isnull,,,,
1282,tsy_3mo_yield_times_med_house_price_1yr_diff_ewma_trim_pow2_t,35.5782,0.0,25.0321,0.0
1283,tsy_3mo_yield_times_med_house_price_1yr_diff_ewma_trim_pow2_isnull,,,,
1284,tsy_3mo_yield_div_med_house_price_1yr_diff_ewma_trim_pow2_t,42.2523,0.0,30.7711,0.0
1285,tsy_3mo_yield_div_med_house_price_1yr_diff_ewma_trim_pow2_isnull,,,,
1286,tsy_3mo_yield_times_med_family_income_1yr_diff_ewma_trim_pow2_t,37.6643,0.0,26.8202,0.0
1287,tsy_3mo_yield_times_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1288,tsy_3mo_yield_div_med_family_income_1yr_diff_ewma_trim_pow2_t,36.9579,0.0,26.2045,0.0
1289,tsy_3mo_yield_div_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1290,tsy_3mo_yield_times_unempl_rate_1yr_diff_ewma_trim_pow2_t,52.0229,0.0,39.4195,0.0
1291,tsy_3mo_yield_times_unempl_rate_1yr_diff_ewma_trim_pow2_isnull,,,,
1292,tsy_3mo_yield_div_unempl_rate_1yr_diff_ewma_trim_pow2_t,28.7122,0.0,19.3206,0.0001
1293,tsy_3mo_yield_div_unempl_rate_1yr_diff_ewma_trim_pow2_isnull,,,,
1294,tsy_3mo_yield_times_real_med_family_income_1yr_diff_ewma_trim_pow2_t,37.9488,0.0,27.0708,0.0
1295,tsy_3mo_yield_times_real_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1296,tsy_3mo_yield_div_real_med_family_income_1yr_diff_ewma_trim_pow2_t,36.5974,0.0,25.8997,0.0
1297,tsy_3mo_yield_div_real_med_family_income_1yr_diff_ewma_trim_pow2_isnull,,,,
1298,tsy_3mo_yield_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_t,39.8671,0.0,28.7147,0.0
1299,tsy_3mo_yield_times_combanks_business_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1300,tsy_3mo_yield_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_t,34.6658,0.0,24.2408,0.0
1301,tsy_3mo_yield_div_combanks_business_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1302,tsy_3mo_yield_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t,39.2114,0.0,28.1487,0.0
1303,tsy_3mo_yield_times_combanks_assets_tot_1yr_diff_ewma_trim_pow2_isnull,,,,
1304,tsy_3mo_yield_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_t,37.2467,0.0,26.452,0.0
1305,tsy_3mo_yield_div_combanks_assets_tot_1yr_diff_ewma_trim_pow2_isnull,,,,
1306,tsy_3mo_yield_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t,28.5128,0.0,19.0532,0.0001
1307,tsy_3mo_yield_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_isnull,,,,
1308,tsy_3mo_yield_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t,48.5149,0.0,36.2132,0.0
1309,tsy_3mo_yield_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_isnull,,,,
1310,tsy_3mo_yield_times_real_estate_loans_1yr_diff_ewma_trim_pow2_t,35.1738,0.0,24.6823,0.0
1311,tsy_3mo_yield_times_real_estate_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1312,tsy_3mo_yield_div_real_estate_loans_1yr_diff_ewma_trim_pow2_t,41.6616,0.0,30.2616,0.0
1313,tsy_3mo_yield_div_real_estate_loans_1yr_diff_ewma_trim_pow2_isnull,,,,
1314,tsy_3mo_yield_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t,37.1909,0.0,26.4313,0.0
1315,tsy_3mo_yield_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_isnull,,,,
1316,tsy_3mo_yield_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t,40.1155,0.0,28.9253,0.0
1317,tsy_3mo_yield_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_isnull,,,,
1318,tsy_3mo_yield_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t,30.1768,0.0,20.462,0.0
1319,tsy_3mo_yield_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_isnull,,,,
1320,tsy_3mo_yield_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t,48.9011,0.0,36.55,0.0
1321,tsy_3mo_yield_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_isnull,,,,
1322,unempl_rate_times_sp500_peratio_ewma_trim_pow2_t,2.1954,0.1447,10.0384,0.0026
