+-------------------------------------------------------------------------------------------+---------------+----------------+----------------+-----------------+
|                                            name                                           | linreg_scores | linreg_pvalues | classif_scores | classif_pvalues |
|  combanks_business_loans_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t  |     9.6986    |     0.003      |     6.2575     |      0.0158     |
|     combanks_business_loans_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_pow2_t    |    11.7036    |     0.0013     |    16.5598     |      0.0002     |
|      combanks_business_loans_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_pow2_t     |     7.7221    |     0.0077     |     1.4595     |      0.2328     |
|    combanks_business_loans_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t    |    11.4467    |     0.0014     |    16.6136     |      0.0002     |
|     combanks_business_loans_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t     |     8.2042    |     0.0061     |     4.197      |      0.0459     |
|     combanks_business_loans_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t    |     7.1925    |     0.0099     |     0.5923     |      0.4452     |
|      combanks_business_loans_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t     |    12.9423    |     0.0007     |    20.6657     |       0.0       |
|   combanks_assets_tot_1yr_diff_times_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t   |     6.8483    |     0.0117     |     0.1726     |      0.6797     |
|    combanks_assets_tot_1yr_diff_div_mortage_debt_individuals_1yr_diff_ewma_trim_pow2_t    |     7.7089    |     0.0077     |     1.7322     |      0.1943     |
|       combanks_assets_tot_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_pow2_t      |     9.2111    |     0.0038     |     7.5662     |      0.0083     |
|        combanks_assets_tot_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_pow2_t       |     6.177     |     0.0163     |     0.8167     |      0.3706     |
|      combanks_assets_tot_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t      |     9.2932    |     0.0037     |    25.4257     |       0.0       |
|       combanks_assets_tot_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t       |     6.3796    |     0.0148     |     0.341      |      0.562      |
|       combanks_assets_tot_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t      |     5.6298    |     0.0215     |     2.7418     |      0.1041     |
|        combanks_assets_tot_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t       |    10.3181    |     0.0023     |    19.9579     |       0.0       |
|    mortage_debt_individuals_1yr_diff_times_real_estate_loans_1yr_diff_ewma_trim_pow2_t    |     6.8385    |     0.0118     |     0.2118     |      0.6474     |
|     mortage_debt_individuals_1yr_diff_div_real_estate_loans_1yr_diff_ewma_trim_pow2_t     |     5.0262    |     0.0294     |     6.2445     |      0.0159     |
|    mortage_debt_individuals_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t   |     7.1745    |      0.01      |     0.4641     |      0.4989     |
|     mortage_debt_individuals_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t    |     5.006     |     0.0297     |     2.5112     |      0.1195     |
|    mortage_debt_individuals_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t    |     4.3046    |     0.0432     |     2.7222     |      0.1054     |
|     mortage_debt_individuals_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t     |     8.9079    |     0.0044     |     6.191      |      0.0163     |
|       real_estate_loans_1yr_diff_times_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t       |     9.6504    |     0.0031     |    11.9191     |      0.0012     |
|        real_estate_loans_1yr_diff_div_foreign_dir_invest_1yr_diff_ewma_trim_pow2_t        |     6.6328    |     0.013      |     0.0124     |      0.912      |
|        real_estate_loans_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t       |     5.8065    |     0.0197     |     0.4492     |      0.5059     |
|         real_estate_loans_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t        |    11.6739    |     0.0013     |    26.3661     |       0.0       |
|       foreign_dir_invest_1yr_diff_times_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t       |     5.782     |     0.0199     |     1.3347     |      0.2536     |
|        foreign_dir_invest_1yr_diff_div_tax_receipts_corp_1yr_diff_ewma_trim_pow2_t        |    11.5736    |     0.0013     |    38.9946     |       0.0       |
|                               equity_alloc_ewma_trim_sqrt_t                               |     7.2506    |     0.0096     |     4.3221     |      0.0429     |
|                              tsy_10yr_yield_ewma_trim_sqrt_t                              |     9.333     |     0.0036     |    10.5777     |      0.0021     |
|                               tsy_5yr_yield_ewma_trim_sqrt_t                              |    11.7739    |     0.0012     |    13.0446     |      0.0007     |
|                               tsy_3mo_yield_ewma_trim_sqrt_t                              |    26.8362    |      0.0       |    21.0172     |       0.0       |
|                                unempl_rate_ewma_trim_sqrt_t                               |     4.5788    |     0.0373     |    11.3794     |      0.0015     |
|                               sp500_peratio_ewma_trim_sqrt_t                              |     7.4115    |     0.0089     |     4.5498     |      0.038      |
|                             capacity_util_mfg_ewma_trim_sqrt_t                            |     7.0602    |     0.0106     |    11.3438     |      0.0015     |
|                            capacity_util_chem_ewma_trim_sqrt_t                            |     7.1381    |     0.0102     |    16.3959     |      0.0002     |
|                     med_family_income_vs_house_price_ewma_trim_sqrt_t                     |     6.7327    |     0.0124     |     0.9714     |      0.3292     |
|                             gdp_nom_1yr_diff_ewma_trim_sqrt_t                             |     6.7105    |     0.0125     |     0.6025     |      0.4414     |
|                          cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t                         |     6.7039    |     0.0126     |    15.4231     |      0.0003     |
|                         industrial_prod_1yr_diff_ewma_trim_sqrt_t                         |     6.747     |     0.0123     |     0.5751     |      0.4519     |
|                         med_house_price_1yr_diff_ewma_trim_sqrt_t                         |     6.3927    |     0.0147     |     3.7942     |      0.0572     |
|                        med_family_income_1yr_diff_ewma_trim_sqrt_t                        |     6.7147    |     0.0125     |     3.7687     |      0.058      |
|                           unempl_rate_1yr_diff_ewma_trim_sqrt_t                           |     6.7837    |     0.0121     |     0.1254     |      0.7248     |
|                      real_med_family_income_1yr_diff_ewma_trim_sqrt_t                     |     6.7362    |     0.0124     |     6.4469     |      0.0143     |
|                     combanks_business_loans_1yr_diff_ewma_trim_sqrt_t                     |     7.4035    |     0.0089     |     9.4581     |      0.0034     |
|                       combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t                       |     6.9329    |     0.0112     |    11.9583     |      0.0011     |
|                     mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t                    |     6.5851    |     0.0133     |     0.0649     |       0.8       |
|                        real_estate_loans_1yr_diff_ewma_trim_sqrt_t                        |     7.0325    |     0.0107     |     4.6435     |      0.0361     |
|                        foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t                       |     6.987     |     0.0109     |    14.6282     |      0.0004     |
|                        tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t                        |     6.1825    |     0.0163     |    11.5315     |      0.0014     |
|                     equity_alloc_times_tsy_10yr_yield_ewma_trim_sqrt_t                    |    10.1012    |     0.0025     |    13.6508     |      0.0006     |
|                      equity_alloc_div_tsy_10yr_yield_ewma_trim_sqrt_t                     |     4.7134    |     0.0347     |     5.1502     |      0.0277     |
|                     equity_alloc_times_tsy_5yr_yield_ewma_trim_sqrt_t                     |    12.6315    |     0.0008     |    14.8269     |      0.0003     |
|                     equity_alloc_times_tsy_3mo_yield_ewma_trim_sqrt_t                     |    27.6952    |      0.0       |    21.7577     |       0.0       |
|                      equity_alloc_times_unempl_rate_ewma_trim_sqrt_t                      |     5.084     |     0.0286     |    13.3201     |      0.0006     |
|                       equity_alloc_div_unempl_rate_ewma_trim_sqrt_t                       |     9.7712    |     0.003      |    12.0343     |      0.0011     |
|                     equity_alloc_times_sp500_peratio_ewma_trim_sqrt_t                     |     7.953     |     0.0069     |     4.711      |      0.0348     |
|                      equity_alloc_div_sp500_peratio_ewma_trim_sqrt_t                      |     6.4891    |     0.014      |     2.277      |      0.1377     |
|                   equity_alloc_times_capacity_util_mfg_ewma_trim_sqrt_t                   |     7.6468    |     0.0079     |     6.6559     |      0.0129     |
|                    equity_alloc_div_capacity_util_mfg_ewma_trim_sqrt_t                    |     6.8645    |     0.0116     |     1.0936     |      0.3008     |
|                   equity_alloc_times_capacity_util_chem_ewma_trim_sqrt_t                  |     7.7451    |     0.0076     |     8.9732     |      0.0043     |
|                    equity_alloc_div_capacity_util_chem_ewma_trim_sqrt_t                   |     6.7741    |     0.0121     |     0.2442     |      0.6234     |
|            equity_alloc_times_med_family_income_vs_house_price_ewma_trim_sqrt_t           |     7.3139    |     0.0093     |     4.3581     |      0.0421     |
|             equity_alloc_div_med_family_income_vs_house_price_ewma_trim_sqrt_t            |     7.2121    |     0.0098     |     4.0774     |      0.0489     |
|                    equity_alloc_times_gdp_nom_1yr_diff_ewma_trim_sqrt_t                   |     7.2858    |     0.0095     |     3.7266     |      0.0593     |
|                     equity_alloc_div_gdp_nom_1yr_diff_ewma_trim_sqrt_t                    |     7.2122    |     0.0098     |     5.0014     |      0.0299     |
|                equity_alloc_times_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t                |     7.2906    |     0.0094     |     4.8031     |      0.0332     |
|                 equity_alloc_div_cpi_urb_nonvol_1yr_diff_ewma_trim_sqrt_t                 |     7.2116    |     0.0098     |     3.857      |      0.0552     |
|                equity_alloc_times_industrial_prod_1yr_diff_ewma_trim_sqrt_t               |     7.3203    |     0.0093     |     3.7692     |      0.058      |
|                 equity_alloc_div_industrial_prod_1yr_diff_ewma_trim_sqrt_t                |     7.1668    |      0.01      |     4.2312     |      0.045      |
|                equity_alloc_times_med_house_price_1yr_diff_ewma_trim_sqrt_t               |     6.9352    |     0.0112     |     0.6011     |      0.4419     |
|                 equity_alloc_div_med_house_price_1yr_diff_ewma_trim_sqrt_t                |     7.576     |     0.0082     |    16.6703     |      0.0002     |
|               equity_alloc_times_med_family_income_1yr_diff_ewma_trim_sqrt_t              |     7.2986    |     0.0094     |     4.4464     |      0.0401     |
|                equity_alloc_div_med_family_income_1yr_diff_ewma_trim_sqrt_t               |     7.2033    |     0.0098     |     4.1746     |      0.0464     |
|                  equity_alloc_times_unempl_rate_1yr_diff_ewma_trim_sqrt_t                 |     7.4289    |     0.0088     |     6.7134     |      0.0126     |
|                   equity_alloc_div_unempl_rate_1yr_diff_ewma_trim_sqrt_t                  |     6.9097    |     0.0114     |     0.2617     |      0.6113     |
|            equity_alloc_times_real_med_family_income_1yr_diff_ewma_trim_sqrt_t            |     7.3205    |     0.0093     |     4.6366     |      0.0362     |
|             equity_alloc_div_real_med_family_income_1yr_diff_ewma_trim_sqrt_t             |     7.1814    |     0.0099     |     3.9611     |      0.0522     |
|            equity_alloc_times_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t           |     8.014     |     0.0067     |     9.1754     |      0.0039     |
|             equity_alloc_div_combanks_business_loans_1yr_diff_ewma_trim_sqrt_t            |     6.4977    |     0.0139     |     0.305      |      0.5833     |
|              equity_alloc_times_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t             |     7.5317    |     0.0084     |     7.1202     |      0.0103     |
|               equity_alloc_div_combanks_assets_tot_1yr_diff_ewma_trim_sqrt_t              |     6.9733    |     0.011      |     1.5091     |      0.2251     |
|           equity_alloc_times_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t           |     7.1122    |     0.0103     |     0.9526     |      0.3339     |
|            equity_alloc_div_mortage_debt_individuals_1yr_diff_ewma_trim_sqrt_t            |     7.3313    |     0.0093     |    11.6464     |      0.0013     |
|               equity_alloc_times_real_estate_loans_1yr_diff_ewma_trim_sqrt_t              |     7.6298    |     0.008      |     6.0148     |      0.0178     |
|                equity_alloc_div_real_estate_loans_1yr_diff_ewma_trim_sqrt_t               |     6.8657    |     0.0116     |     0.7016     |      0.4063     |
|              equity_alloc_times_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t              |     7.5829    |     0.0082     |     7.5279     |      0.0085     |
|               equity_alloc_div_foreign_dir_invest_1yr_diff_ewma_trim_sqrt_t               |     6.9246    |     0.0113     |     1.1559     |      0.2876     |
|               equity_alloc_times_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t              |     6.7035    |     0.0126     |     0.0329     |      0.8568     |
|                equity_alloc_div_tax_receipts_corp_1yr_diff_ewma_trim_sqrt_t               |     7.9361    |     0.0069     |    19.4683     |      0.0001     |
|                    tsy_10yr_yield_times_tsy_5yr_yield_ewma_trim_sqrt_t                    |     14.499    |     0.0004     |    13.6435     |      0.0006     |
|                     tsy_10yr_yield_div_tsy_5yr_yield_ewma_trim_sqrt_t                     |     5.9976    |     0.0179     |    13.6626     |      0.0006     |
|                    tsy_10yr_yield_times_tsy_3mo_yield_ewma_trim_sqrt_t                    |    28.2474    |      0.0       |    21.4892     |       0.0       |
|                     tsy_10yr_yield_times_unempl_rate_ewma_trim_sqrt_t                     |     6.5879    |     0.0133     |     0.004      |      0.9501     |
|                      tsy_10yr_yield_div_unempl_rate_ewma_trim_sqrt_t                      |    12.4165    |     0.0009     |    17.5019     |      0.0001     |
|                    tsy_10yr_yield_times_sp500_peratio_ewma_trim_sqrt_t                    |    10.2484    |     0.0024     |    12.5562     |      0.0009     |
